,"Table 1.7 Occupational projections, 2022–32, and worker characteristics, 2022 (Numbers in thousands)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
352,"        Installation, maintenance, and repair workers, all other",True,Skilled Trade,Trade,Very Certain,IN,,49-9099,Line item,195.4,198.3,2.9,1.5,9.7,18.8,46500,High school diploma or equivalent,,Moderate-term on-the-job training
373,        Physical therapist assistants,True,Skilled Trade,Trade,Somewhat Certain,IN,,31-2021,Line item,100.7,126.9,26.3,26.1,—,18.1,64080,Associate's degree,,
376,        Dental hygienists,True,Skilled Trade,Trade,Somewhat Certain,IN,"According to the broader definition of trade, they are currently categorized as skilled trade",29-1292,Line item,219.4,235.7,16.3,7.4,1.2,16.4,87530,Associate's degree,,
378,"        Healthcare support workers, all other",True,Non skilled worker,Not Trade,Somewhat Certain,IN,,31-9099,Line item,112.7,119.1,6.4,5.7,1.8,16,44490,High school diploma or equivalent,,
380,      Construction and building inspectors,False,Skilled Trade,Trade,Somewhat Certain,IN,Not sure about training time; probably less manual/technical/mechanical labor involved,47-4011,Line item,142.4,140.2,-2.2,-1.5,7.1,15.7,67700,High school diploma or equivalent,5 years or more,Moderate-term on-the-job training
381,"        Coating, painting, and spraying machine setters, operators, and tenders",False,Non skilled worker,Not Trade,Somewhat Certain,IN,I don't think training time is high enough for these but the work seems like trade work,51-9124,Line item,172.4,173.4,1,0.6,10.2,15.5,45560,High school diploma or equivalent,,Moderate-term on-the-job training
384,        Butchers and meat cutters,False,,Trade,Highly Uncertain,IN,"Used to be a trade, but seems like it has been losing the value as a skill in the current industry",51-3021,Line item,131.6,130.1,-1.6,-1.2,0.4,15.3,37650,No formal educational credential,,Long-term on-the-job training
428,"        Mobile heavy equipment mechanics, except engines",True,Skilled Trade,Trade,Very Certain,IN,,49-3042,Line item,169.1,177.6,8.6,5.1,5,15.1,61900,High school diploma or equivalent,,Long-term on-the-job training
461,        Veterinary technologists and technicians,True,Skilled Trade,Trade,Somewhat Certain,IN,,29-2056,Line item,122.9,148.1,25.2,20.5,1,14.8,43740,Associate's degree,,
466,        Computer numerically controlled tool operators,False,Non skilled worker,Not Trade,Somewhat Certain,IN,I don't think training time is high enough for these but the work seems like trade work,51-9161,Line item,181.8,167.2,-14.6,-8.1,—,14.3,48550,High school diploma or equivalent,,Moderate-term on-the-job training
470,        Cement masons and concrete finishers,False,Skilled Trade,Trade,Somewhat Certain,IN,level of skill needed uncertain,47-2051,Line item,206.2,197.9,-8.3,-4,4.2,14.2,50720,No formal educational credential,,Moderate-term on-the-job training
474,        Automotive body and related repairers,True,Skilled Trade,Trade,Very Certain,IN,,49-3021,Line item,153.3,155.2,1.9,1.2,8,13.4,48740,High school diploma or equivalent,,Long-term on-the-job training
482,        Computer network support specialists,False,Skilled Trade,Trade,Somewhat Certain,IN,tech support includes tech skills,15-1231,Line item,177.9,190.4,12.5,7,1.9,13.3,71530,Associate's degree,,Moderate-term on-the-job training
483,        Radiologic technologists and technicians,True,Skilled Trade,Trade,Somewhat Certain,IN,,29-2034,Line item,222.8,235,12.2,5.5,1.3,13.1,73410,Associate's degree,,
484,        Emergency medical technicians,True,Skilled Trade,Trade,Somewhat Certain,IN,,29-2042,Line item,170.7,180,9.3,5.4,—,13.1,38930,Postsecondary nondegree award,,
514,      Roofers,True,Skilled Trade,Trade,Very Certain,IN,,47-2181,Line item,154.5,157.6,3.1,2,14.1,12.2,50030,No formal educational credential,,Moderate-term on-the-job training
515,      Sheet metal workers,True,Skilled Trade,Trade,Very Certain,IN,,47-2211,Line item,126.2,126,-0.2,-0.1,2.6,11.4,58780,High school diploma or equivalent,,Apprenticeship
516,        Telecommunications line installers and repairers,True,Skilled Trade,Trade,Very Certain,IN,,49-9052,Line item,112.1,119.6,7.5,6.7,2.9,11,64640,High school diploma or equivalent,,Long-term on-the-job training
519,      Aircraft mechanics and service technicians,True,Skilled Trade,Trade,Somewhat Certain,IN,,49-3011,Line item,140.2,146.2,6.1,4.3,1.2,10.9,75020,Postsecondary nondegree award,,
520,      Water and wastewater treatment plant and system operators,True,Skilled Trade,Trade,Very Certain,IN,,51-8031,Line item,124.8,116.9,-7.9,-6.3,1.2,10.5,54890,High school diploma or equivalent,,Long-term on-the-job training
524,"        Life, physical, and social science technicians, all other",True,Skilled Trade,Trade,Somewhat Certain,IN,some may require bachelor degree,19-4099,Line item,80,83.1,3,3.8,4.5,10.2,58350,Associate's degree,,
539,        Electrical and electronic engineering technologists and technicians,True,Skilled Trade,Trade,Somewhat Certain,IN,some may require bachelor degree,17-3023,Line item,102.5,103.3,0.8,0.8,1.1,9.9,72800,Associate's degree,,
543,      Cabinetmakers and bench carpenters,False,Skilled Trade,Trade,Very Certain,IN,,51-7011,Line item,105.7,103.7,-2,-1.9,8.9,9.8,43260,High school diploma or equivalent,,Moderate-term on-the-job training
544,        Electrical power-line installers and repairers,True,Skilled Trade,Trade,Very Certain,IN,,49-9051,Line item,122.4,125.8,3.5,2.8,0.1,9.7,85420,High school diploma or equivalent,,Long-term on-the-job training
546,        Security and fire alarm systems installers,True,Skilled Trade,Trade,Very Certain,IN,,49-2098,Line item,83,85.3,2.3,2.8,2.8,8.9,56430,High school diploma or equivalent,,Moderate-term on-the-job training
547,"        Paper goods machine setters, operators, and tenders",False,Non skilled worker,Not Trade,Somewhat Certain,IN,I don't think training time is high enough for these but the work seems like trade work,51-9196,Line item,92.7,82.5,-10.2,-11,—,8.8,47250,High school diploma or equivalent,,Moderate-term on-the-job training
549,        Ophthalmic medical technicians,True,Skilled Trade,Trade,Somewhat Certain,IN,,29-2057,Line item,66.5,74.9,8.4,12.7,—,8.4,41780,Postsecondary nondegree award,,
559,        Occupational therapy assistants,True,Skilled Trade,Trade,Somewhat Certain,IN,this is the archetype of a skilled trade for the medical industry,31-2011,Line item,45.1,56,10.8,24,—,8,67010,Associate's degree,,
560,        Drywall and ceiling tile installers,True,Skilled Trade,Trade,Very Certain,IN,,47-2081,Line item,116.4,118.2,1.9,1.6,21.7,7.9,55700,No formal educational credential,,Moderate-term on-the-job training
565,      Surveying and mapping technicians,True,Skilled Trade,Trade,Very Certain,IN,,17-3031,Line item,64.2,66.3,2.1,3.3,10.1,7.8,48940,High school diploma or equivalent,,Moderate-term on-the-job training
592,"      First-line supervisors of farming, fishing, and forestry workers",True,Other/TBD,Not Trade,Somewhat Certain,IN,,45-1011,Line item,56.6,58.1,1.5,2.7,8.9,7.7,57320,High school diploma or equivalent,Less than 5 years,
646,        Medical equipment repairers,True,Skilled Trade,Trade,Very Certain,IN,,49-9062,Line item,66.4,75.1,8.8,13.2,9.6,7.3,60670,Associate's degree,,Moderate-term on-the-job training
653,        Barbers,True,Skilled Trade,Trade,Somewhat Certain,IN,Might need significant amount of training on the upper end,39-5011,Line item,63.1,67.6,4.4,7,79,7.3,36150,Postsecondary nondegree award,,
760,        Surgical technologists,True,Skilled Trade,Trade,Somewhat Certain,IN,,29-2055,Line item,109.2,115.2,5.9,5.4,—,7.2,60610,Postsecondary nondegree award,,
761,      Chemical technicians,False,Skilled Trade,Trade,Somewhat Certain,IN,Some of these occupations may require BA*,19-4031,Line item,58.8,60.7,1.9,3.2,1.5,7.1,56750,Associate's degree,,Moderate-term on-the-job training
764,"        Engineering technologists and technicians, except drafters, all other",True,Skilled Trade,Trade,Somewhat Certain,IN,,17-3029,Line item,74.1,76.4,2.3,3.1,1.3,7,73500,Associate's degree,,
766,        Industrial engineering technologists and technicians,True,Skilled Trade,Trade,Somewhat Certain,IN,some may require bachelor degree,17-3026,Line item,69.1,71.3,2.2,3.2,1.7,6.5,62610,Associate's degree,,
768,"        Maintenance workers, machinery",True,Skilled Trade,Trade,Very Certain,IN,,49-9043,Line item,63.6,67.1,3.5,5.5,—,6.4,57350,High school diploma or equivalent,,Long-term on-the-job training
769,      Structural iron and steel workers,True,Skilled Trade,Trade,Very Certain,IN,,47-2221,Line item,71.6,72.9,1.3,1.8,6.4,6.3,62760,High school diploma or equivalent,,Apprenticeship
770,      Jewelers and precious stone and metal workers,True,Skilled Trade,Trade,Very Certain,IN,,51-9071,Line item,47.2,45.8,-1.4,-2.9,45.5,6.1,47450,High school diploma or equivalent,,Long-term on-the-job training
775,        Commercial pilots,False,Skilled Trade,Trade,Somewhat Certain,IN,Training hours are borderline but the total process is pretty long and you need ~400 flight hours after you get the necessary certifications,53-2012,Line item,50.9,52.9,2.1,4,2.6,6,113080,Postsecondary nondegree award,,Moderate-term on-the-job training
777,        Civil engineering technologists and technicians,True,Skilled Trade,Trade,Highly Uncertain,IN,some may require bachelor degree,17-3022,Line item,64.8,65.4,0.6,0.9,1,5.9,60700,Associate's degree,,
778,        Brickmasons and blockmasons,True,Skilled Trade,Trade,Very Certain,IN,,47-2021,Line item,73,73.3,0.3,0.5,24,5.9,59640,High school diploma or equivalent,,Apprenticeship
785,"        Woodworking machine setters, operators, and tenders, except sawing",False,Skilled Trade,Trade,Somewhat Certain,IN,,51-7042,Line item,64.6,63.9,-0.6,-1,—,5.9,38260,High school diploma or equivalent,,Moderate-term on-the-job training
787,"        Molders, shapers, and casters, except metal and plastic",True,Skilled Trade,Trade,Very Certain,IN,,51-9195,Line item,44.7,45.8,1.1,2.4,11.1,5.8,43310,High school diploma or equivalent,,Long-term on-the-job training
788,        Diagnostic medical sonographers,True,Skilled Trade,Trade,Somewhat Certain,IN,,29-2032,Line item,83.8,95.8,12,14.3,1.7,5.7,84470,Associate's degree,,
791,      Tool and die makers,True,Skilled Trade,Trade,Very Certain,IN,,51-4111,Line item,62.7,57.4,-5.3,-8.5,—,5.6,61490,Postsecondary nondegree award,,Long-term on-the-job training
793,      Glaziers,True,Skilled Trade,Trade,Very Certain,IN,,47-2121,Line item,54.5,55.7,1.2,2.2,5.5,5.5,51100,High school diploma or equivalent,,Apprenticeship
794,"        Sawing machine setters, operators, and tenders, wood",False,Skilled Trade,Trade,Somewhat Certain,IN,CNC machines take some skill. ,51-7041,Line item,49.4,49.5,0.1,0.1,4.8,5.5,38000,High school diploma or equivalent,,Moderate-term on-the-job training
797,        Paramedics,True,Skilled Trade,Trade,Somewhat Certain,IN,,29-2043,Line item,98.3,103.6,5.3,5.4,0.7,5.1,53180,Postsecondary nondegree award,Less than 5 years,
798,        Tile and stone setters,False,,Trade,Somewhat Certain,IN,Not sure about the level of skills involved,47-2044,Line item,59.4,63.5,4.1,6.9,29.9,5.1,48910,No formal educational credential,,Long-term on-the-job training
802,"        Cooks, private household",True,Skilled Trade,Trade,Somewhat Certain,IN,,35-2013,Line item,34,32.1,-1.9,-5.5,73.3,4.8,42590,Postsecondary nondegree award,Less than 5 years,
803,      Engine and other machine assemblers,True,Skilled Trade,Trade,Very Certain,IN,,51-2031,Line item,50.9,41.3,-9.6,-18.9,—,4.7,50270,High school diploma or equivalent,,Moderate-term on-the-job training
813,      Crane and tower operators,False,Non skilled worker,Not Trade,Somewhat Certain,IN,Doesn't seem to meet the training time requirement,53-7021,Line item,48.4,48.5,0.1,0.2,5.3,4.5,64690,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
814,"        Electrical and electronics repairers, commercial and industrial equipment",True,Skilled Trade,Trade,Very Certain,IN,,49-2094,Line item,53.6,53.2,-0.4,-0.7,0.5,4.4,66680,Postsecondary nondegree award,,Long-term on-the-job training
815,        Farm equipment mechanics and service technicians,True,Skilled Trade,Trade,Very Certain,IN,,49-3041,Line item,45.6,49.3,3.7,8.1,4.5,4.3,49210,High school diploma or equivalent,,Long-term on-the-job training
816,        Outdoor power equipment and other small engine mechanics,True,Skilled Trade,Trade,Very Certain,IN,,49-3053,Line item,41.6,42.1,0.5,1.2,13.1,4.2,44140,High school diploma or equivalent,,Moderate-term on-the-job training
817,"        Service unit operators, oil and gas",True,Skilled Trade,Trade,Very Certain,IN,,47-5013,Line item,39.5,39.5,0.1,0.1,2.2,4,55750,No formal educational credential,,Moderate-term on-the-job training
818,        Cardiovascular technologists and technicians,True,Skilled Trade,Trade,Somewhat Certain,IN,,29-2031,Line item,58.9,61.1,2.2,3.7,3.5,3.9,66170,Associate's degree,,
819,      Forest and conservation technicians,True,Skilled Trade,Trade,Somewhat Certain,IN,,19-4071,Line item,31.5,31.7,0.2,0.6,0.6,3.8,51880,Associate's degree,,
820,"        Environmental science and protection technicians, including health",True,Skilled Trade,Trade,Somewhat Certain,IN,some may require bachelor degree,19-4042,Line item,35,37.1,2,5.8,—,3.8,50660,Associate's degree,,
824,"        Paving, surfacing, and tamping equipment operators",False,Skilled Trade,Trade,Somewhat Certain,IN,,47-2071,Line item,42.3,43.9,1.6,3.7,2.3,3.8,48980,High school diploma or equivalent,,Moderate-term on-the-job training
825,        Dental laboratory technicians,False,Skilled Trade,Trade,Somewhat Certain,IN,Not sure if technicians in general are skilled trades,51-9081,Line item,35.4,33.8,-1.6,-4.5,4.7,3.8,47690,High school diploma or equivalent,,Moderate-term on-the-job training
827,        Mechanical engineering technologists and technicians,True,Skilled Trade,Trade,Somewhat Certain,IN,some may require bachelor degree,17-3027,Line item,41.1,41.4,0.3,0.6,1.7,3.7,64020,Associate's degree,,
